course,access,category,holes,city_state,st,county,lon,lat
Sumter Country Club,Private,Private,9,"York,AL",AL,Sumter County,-88.313146,32.510017
Eagle Crest Golf Course,Public,Public,18,"Alma,AR",AR,Crawford County,-94.16868,35.500064
River Valley Golf Course,Public,Public,18,"Alma,AR",AR,Crawford County,-94.15348,35.493705
Turtle Pointe Golf Club,Public,Public,18,"Arkadelphia,AR",AR,Clark County,-93.09088,34.14483
Millwood Landing Golf & R V  Resort,Public,Public,18,"Ashdown,AR",AR,Little River County,-94.01366,33.712909
Southern Fairways LLC,Public,Public,18,"Ashdown,AR",AR,Little River County,-94.131614,33.692565
Cypress Creek Country Club,Private,Private,9,"Augusta,AR",AR,Woodruff County,-91.274188,35.284923
Bald Knob Country Club,Public,Public,9,"Bald Knob,AR",AR,White County,-91.591594,35.313464
Deer Trails Golf Course,Public,Public,9,"Barling,AR",AR,Sebastian County,-94.303348,35.296597
Batesville Municipal Golf Course,Municipal,Public,9,"Batesville,AR",AR,Independence County,-91.636614,35.758832
Batesville Country Club,Private,Private,9,"Batesville,AR",AR,Independence County,-91.62625,35.768137
The Course At Eagle Mountain,Public,Public,18,"Batesville,AR",AR,Independence County,-91.583536,35.748918
Bella Vista Country Club,Private,Private,126,"Bella Vista,AR",AR,Benton County,-94.193794,36.456498
Longhills Golf Club,Public,Public,18,"Benton,AR",AR,Saline County,-92.551093,34.60085
Silver Springs Country Club,Public,Public,18,"Benton,AR",AR,Saline County,-92.653712,34.530638
Links At Bentonville Golf & Athletic Club,Public,Public,9,"Bentonville,AR",AR,Benton County,-94.184783,36.349281
Carroll County Golf Course,Public,Public,9,"Berryville,AR",AR,Carroll County,-93.595458,36.381646
De Gray State Park Golf Course,Municipal,Public,18,"Bismarck,AR",AR,Hot Spring County,-93.163421,34.255162
Caddo Creek Golf Course,Public,Public,9,"Bismarck,AR",AR,Hot Spring County,-93.159963,34.280331
Thunder Bayou Golf Links,Municipal,Public,18,"Blytheville,AR",AR,Mississippi County,-89.920237,35.950081
Blytheville Country Club,Private,Private,18,"Blytheville,AR",AR,Mississippi County,-89.911007,35.950614
Cherokee Creek Golf Club,Public,Public,18,"Booneville,AR",AR,Logan County,-93.894188,35.14363
Brinkley Country Club,Private,Private,9,"Brinkley,AR",AR,Monroe County,-91.228206,34.856172
Hurricane Golf and Country Club,Semi Private,Public,18,"Bryant,AR",AR,Saline County,-92.521604,34.605737
Rivercliff Golf Club,Public,Public,18,"Bull Shoals,AR",AR,Marion County,-92.585217,36.364377
Rolling Hills Country Club Inc,Private,Private,18,"Cabot,AR",AR,Lonoke County,-91.979856,34.935244
Greystone Country Club,Public,Public,36,"Cabot,AR",AR,Lonoke County,-92.063556,35.022134
Camden Country Club,Semi Private,Public,18,"Camden,AR",AR,Ouachita County,-92.861865,33.585389
Highland Golf Course,Public,Public,9,"Camden,AR",AR,Ouachita County,-92.735186,33.615139
The Creeks Golf Course LLC,Public,Public,18,"Cave Springs,AR",AR,Benton County,-94.236941,36.246757
Cherokee Village North Course,Semi Private,Public,18,"Cherokee Village,AR",AR,Sharp County,-91.551334,36.317763
Cherokee Village South Course,Semi Private,Public,18,"Cherokee Village,AR",AR,Fulton County,-91.595674,36.288613
Pines Golf Club,Public,Public,9,"Clarendon,AR",AR,Monroe County,-91.154559,34.69131
Clarksville Country Club,Public,Public,9,"Clarksville,AR",AR,Johnson County,-93.487037,35.450776
Red River Golf Club Inc,Public,Public,9,"Clinton,AR",AR,Van Buren County,-92.445717,35.584084
Centennial Valley Golf Course,Semi Private,Public,18,"Conway,AR",AR,Faulkner County,-92.501924,35.101208
Conway Country Club,Semi Private,Public,18,"Conway,AR",AR,Faulkner County,-92.480488,35.086774
Cadron Valley Country Club,Public,Public,9,"Conway,AR",AR,Faulkner County,-92.483753,35.107429
The Greens At Nutters Chapel,Public,Public,18,"Conway,AR",AR,Faulkner County,-92.473809,35.049963
Victory Lake Golf Course,Municipal,Public,9,"Corning,AR",AR,Clay County,-90.571705,36.40584
Prairie Country Club,Private,Private,9,"Crossett,AR",AR,Ashley County,-91.896602,33.175525
Chamberlyne Country Club,Public,Public,18,"Danville,AR",AR,Yell County,-93.371005,35.105832
Lions Den Golf Club,Public,Public,18,"Dardanelle,AR",AR,Yell County,-93.215378,35.25786
De Queen Country Club and Lodge,Private,Private,18,"De Queen,AR",AR,Sevier County,-94.278822,34.046782
Oak Hills Country Club,Private,Private,9,"De Witt,AR",AR,Arkansas County,-91.385147,34.305869
Diamond Hills Country Club,Public,Public,18,"Diamond City,AR",AR,Boone County,-92.922129,36.46558
Tannenbaum Golf Club,Public,Public,18,"Drasco,AR",AR,Cleburne County,-92.056779,35.559388
Lions Club Municipal Golf Course,Municipal,Public,18,"El Dorado,AR",AR,Union County,-92.647674,33.236988
El Dorado Golf & Country Club,Private,Private,18,"El Dorado,AR",AR,Union County,-92.661157,33.238957
The Resurrection Course at Mystic Creek,Public,Public,NA,"El Dorado,AR",AR,Union County,-92.731619,33.227591
England Country Club,Private,Private,9,"England,AR",AR,Lonoke County,-92.011471,34.542492
Indian Hills Country Club,Private,Private,18,"Fairfield Bay,AR",AR,Van Buren County,-92.249026,35.619657
Mountain Ranch Golf Club,Public,Public,18,"Fairfield Bay,AR",AR,Van Buren County,-92.288285,35.610854
Golf Club At Valley View,Public,Public,18,"Farmington,AR",AR,Washington County,-94.262382,36.012815
Fayetteville Country Club,Private,Private,18,"Fayetteville,AR",AR,Washington County,-94.157179,36.029947
Paradise Valley Athletic Club,Private,Private,18,"Fayetteville,AR",AR,Washington County,-94.130007,36.118802
Blessings Golf Club,Semi Private,Public,18,"Fayetteville,AR",AR,Washington County,-94.201823,36.13177
Lakeside Par 3,Public,Public,9,"Fayetteville,AR",AR,Washington County,-94.159746,36.09962
Razorback Park Golf Course,Public,Public,18,"Fayetteville,AR",AR,Washington County,-94.19474,36.097964
Stonebridge Meadows Golf Club,Public,Public,18,"Fayetteville,AR",AR,Washington County,-94.112647,36.045276
The Links At Fayetteville,Public,Public,9,"Fayetteville,AR",AR,Washington County,-94.211993,36.079466
Fordyce Country Club,Private,Private,9,"Fordyce,AR",AR,Dallas County,-92.469942,33.813018
Forrest City Country Club,Private,Private,18,"Forrest City,AR",AR,St. Francis County,-90.780207,35.008165
Ridgecrest Country Club,Private,Private,9,"Forrest City,AR",AR,St. Francis County,-90.767642,35.060809
Ben Geren Regional Park Golf Course,Municipal,Public,45,"Fort Smith,AR",AR,Sebastian County,-94.354514,35.326029
Fianna Hills Country Club,Semi Private,Public,18,"Fort Smith,AR",AR,Sebastian County,-94.413055,35.293613
Hardscrabble Country Club,Semi Private,Public,18,"Fort Smith,AR",AR,Sebastian County,-94.384052,35.349195
Fort Smith Country Club,Public,Public,9,"Fort Smith,AR",AR,Crawford County,-94.370373,35.425037
The First Tee of Fort Smith  The Jack Stephens Yo,Public,Public,9,"Fort Smith,AR",AR,Sebastian County,-94.370224,35.318144
The Links of Fort Smith,Public,Public,9,"Fort Smith,AR",AR,Sebastian County,-94.37663,35.326946
Glenwood Country Club,Public,Public,18,"Glenwood,AR",AR,Pike County,-93.505799,34.338358
Persimmon Ridge Golf Club,Public,Public,9,"Greenbrier,AR",AR,Faulkner County,-92.31987,35.279956
Vache Grasse Country Club,Public,Public,18,"Greenwood,AR",AR,Sebastian County,-94.226664,35.200598
Red Martin Country Club,Private,Private,9,"Gurdon,AR",AR,Clark County,-93.142201,33.872164
Harrison Country Club,Public,Public,18,"Harrison,AR",AR,Boone County,-93.127951,36.263359
The Links At Harrison,Public,Public,9,"Harrison,AR",AR,Boone County,-93.137437,36.253133
Grand Prairie Country Club,Public,Public,9,"Hazen,AR",AR,Prairie County,-91.575256,34.822943
Red Apple Inn & Country Club,Semi Private,Public,18,"Heber Springs,AR",AR,Cleburne County,-92.106171,35.496522
Lost Creek Golf Club,Public,Public,18,"Heber Springs,AR",AR,Cleburne County,-91.966041,35.504502
Riverland Country Club,Public,Public,9,"Heber Springs,AR",AR,Cleburne County,-91.961962,35.486465
Thunderbird Country Club,Public,Public,9,"Heber Springs,AR",AR,Cleburne County,-92.039816,35.523462
Holiday Island Golf Course,Public,Public,27,"Holiday Island,AR",AR,Carroll County,-93.72561,36.461261
Hope Country Club,Private,Private,18,"Hope,AR",AR,Hempstead County,-93.579263,33.631352
Cedar Glade Golf Club,Public,Public,18,"Horseshoe Bend,AR",AR,Izard County,-91.759992,36.218556
The Course At Turkey Mountain,Public,Public,18,"Horseshoe Bend,AR",AR,Izard County,-91.764348,36.229235
Belvedere Country Club,Public,Public,18,"Hot Springs National Park,AR",AR,Garland County,-93.009484,34.546205
Balboa Golf Course,Private,Private,18,"Hot Springs Village,AR",AR,Garland County,-92.938687,34.634737
Coronado Golf Course,Private,Private,18,"Hot Springs Village,AR",AR,Saline County,-92.946674,34.643742
Cortez Golf Course,Private,Private,27,"Hot Springs Village,AR",AR,Garland County,-92.985694,34.699148
DeSoto Golf Course,Private,Private,18,"Hot Springs Village,AR",AR,Garland County,-93.042658,34.667498
Granada Golf Course,Private,Private,18,"Hot Springs Village,AR",AR,Saline County,-92.86302,34.649326
Isabella Golf Course,Private,Private,36,"Hot Springs Village,AR",AR,Saline County,-92.86296,34.635184
Magellan Golf Course,Private,Private,18,"Hot Springs Village,AR",AR,Garland County,-92.89353,34.626501
Ponce De Leon Golf Course,Private,Private,18,"Hot Springs Village,AR",AR,Saline County,-92.893593,34.650653
Diamante Golf & Country Club,Semi Private,Public,18,"Hot Springs Village,AR",AR,Saline County,-92.863411,34.641651
Diamondhead Golf & Country Club,Public,Public,18,"Hot Springs,AR",AR,Garland County,-92.949232,34.437534
Hot Springs Country Club,Public,Public,36,"Hot Springs,AR",AR,Garland County,-93.030801,34.480592
Lakeside Golf Club,Public,Public,9,"Hot Springs,AR",AR,Garland County,-92.979683,34.456312
Lakeview Golf Club,Public,Public,9,"Hot Springs,AR",AR,Garland County,-92.983786,34.470837
Magic Hills Public Golf Course,Public,Public,9,"Hot Springs,AR",AR,Garland County,-93.013932,34.513328
Bunker Hill Golf Course,Public,Public,18,"Houston,AR",AR,Perry County,-92.669502,35.070607
Oakridge Golf Course,Public,Public,18,"Huntsville,AR",AR,Madison County,-93.765053,36.084287
Foxwood Golf Club,Public,Public,18,"Jacksonville,AR",AR,Pulaski County,-92.083817,34.89208
Hickory Creek Golf Course,Public,Public,18,"Jacksonville,AR",AR,Pulaski County,-92.167757,34.948717
Jonesboro Country Club,Private,Private,18,"Jonesboro,AR",AR,Craighead County,-90.692519,35.82864
RidgePointe Country Club,Private,Private,18,"Jonesboro,AR",AR,Craighead County,-90.77086,35.813537
Links At Jonesboro,Public,Public,9,"Jonesboro,AR",AR,Craighead County,-90.681585,35.792648
Sage Meadows Golf Course,Public,Public,18,"Jonesboro,AR",AR,Craighead County,-90.636611,35.887027
Lake Village Country Club,Public,Public,9,"Lake Village,AR",AR,Chicot County,-91.263602,33.36141
West Helena Municipal Golf Course,Municipal,Public,9,"Lexa,AR",AR,Phillips County,-90.66307,34.576837
Deer Run Golf Course LRAFB,Semi Private,Public,18,"Little Rock Air Force Base,AR",AR,Pulaski County,-92.146144,34.895409
Hindman Golf Course,Municipal,Public,18,"Little Rock,AR",AR,Pulaski County,-92.357074,34.694825
Rebsamen Park Golf Course,Municipal,Public,27,"Little Rock,AR",AR,Pulaski County,-92.317886,34.779182
War Memorial Golf Course,Municipal,Public,18,"Little Rock,AR",AR,Pulaski County,-92.334989,34.751879
Country Club of Little Rock,Private,Private,18,"Little Rock,AR",AR,Pulaski County,-92.322689,34.771807
Pleasant Valley Country Club,Private,Private,18,"Little Rock,AR",AR,Pulaski County,-92.405525,34.779389
Chenal Country Club,Semi Private,Public,36,"Little Rock,AR",AR,Pulaski County,-92.473894,34.780896
Eagle Hill Golf & Athletic Club,Semi Private,Public,18,"Little Rock,AR",AR,Pulaski County,-92.42943,34.675311
The First Tee of Central Arkansas,Public,Public,27,"Little Rock,AR",AR,Pulaski County,-92.347679,34.711672
Lonoke Golf Course,Public,Public,18,"Lonoke,AR",AR,Lonoke County,-91.924208,34.79164
Pine Hills Golf & Tennis Club,Private,Private,9,"Louann,AR",AR,Ouachita County,-92.721215,33.405716
The Links at Lowell,Public,Public,9,"Lowell,AR",AR,Benton County,-94.145548,36.254758
Lakeview Country Club,Public,Public,18,"Mabelvale,AR",AR,Pulaski County,-92.3651,34.634354
Meadowbrook Golf and Country Club,Public,Public,18,"Magazine,AR",AR,Logan County,-93.761569,35.221893
Magnolia Country Club,Private,Private,18,"Magnolia,AR",AR,Columbia County,-93.214085,33.196322
Malvern Country Club,Private,Private,18,"Malvern,AR",AR,Hot Spring County,-92.737872,34.285422
Big Lake Country Club,Public,Public,9,"Manila,AR",AR,Mississippi County,-90.172912,35.89492
Marianna Country Club,Private,Private,9,"Marianna,AR",AR,Lee County,-90.771351,34.774623
Marion Golf & Athletic Club,Semi Private,Public,18,"Marion,AR",AR,Crittenden County,-90.20577,35.197191
Three Rivers Country Club,Public,Public,9,"Marked Tree,AR",AR,Poinsett County,-90.42004,35.564851
Maumelle Golf & Country Club,Private,Private,18,"Maumelle,AR",AR,Pulaski County,-92.409534,34.846844
The Country Club of Arkansas,Public,Public,18,"Maumelle,AR",AR,Pulaski County,-92.397051,34.843243
Delta Country Club,Private,Private,9,"Mc Gehee,AR",AR,Desha County,-91.351071,33.602111
Coopers Hawk,Public,Public,18,"Melbourne,AR",AR,Izard County,-91.842261,36.067112
Mena Golf Club,Public,Public,9,"Mena,AR",AR,Polk County,-94.205659,34.582534
Ouachita Golf & Country Club,Public,Public,9,"Mena,AR",AR,Polk County,-94.180667,34.581392
Monticello Country Club,Private,Private,9,"Monticello,AR",AR,Drew County,-91.81124,33.657029
Morrilton Golf & Country Club,Private,Private,18,"Morrilton,AR",AR,Conway County,-92.770682,35.161546
Big Creek Golf & Country Club,Public,Public,18,"Mountain Home,AR",AR,Baxter County,-92.42101,36.320459
Twin Lakes Golf Club,Public,Public,18,"Mountain Home,AR",AR,Baxter County,-92.355932,36.353721
Pine Hills Golf Course,Municipal,Public,9,"Mountain View,AR",AR,Stone County,-92.09809,35.877822
Nashville Country Club,Private,Private,18,"Nashville,AR",AR,Howard County,-93.89469,33.934454
Newport Country Club,Private,Private,18,"Newport,AR",AR,Jackson County,-91.26923,35.598412
Village Creek Golf Inc,Private,Private,18,"Newport,AR",AR,Jackson County,-91.211681,35.607167
Burns Park Golf Course,Municipal,Public,36,"North Little Rock,AR",AR,Pulaski County,-92.303719,34.79521
Emerald Park Golf Course,Municipal,Public,9,"North Little Rock,AR",AR,Pulaski County,-92.28939,34.773243
Camp Robinson Golf Course,Public,Public,9,"North Little Rock,AR",AR,Pulaski County,-92.284638,34.829737
Pine Valley Golf Course,Public,Public,18,"North Little Rock,AR",AR,Pulaski County,-92.211304,34.912735
Stonelinks Golf Course,Public,Public,18,"North Little Rock,AR",AR,Pulaski County,-92.128135,34.745309
The Links At the Rock,Public,Public,18,"North Little Rock,AR",AR,Pulaski County,-92.386995,34.836185
Osceola Golf Course,Municipal,Public,9,"Osceola,AR",AR,Mississippi County,-90.017434,35.707895
Ozark Recreation Assoc.Club,Public,Public,9,"Ozark,AR",AR,Franklin County,-93.794279,35.475036
Paragould Country Club,Private,Private,18,"Paragould,AR",AR,Greene County,-90.530849,36.037997
Fox Hills Golf Club,Public,Public,18,"Paragould,AR",AR,Greene County,-90.513536,36.070946
Big Sugar Golf Club,Public,Public,18,"Pea Ridge,AR",AR,Benton County,-94.119635,36.421723
Walnut Lake Country Club,Private,Private,9,"Pickens,AR",AR,Desha County,-91.483168,33.846977
Sugar Creek Country Club,Public,Public,9,"Piggott,AR",AR,Clay County,-90.198594,36.392341
Jaycee Memorial Golf Course,Municipal,Public,9,"Pine Bluff,AR",AR,Jefferson County,-92.03916,34.238235
Pine Bluff Country Club,Private,Private,18,"Pine Bluff,AR",AR,Jefferson County,-92.012536,34.183317
Rosswood Country Club,Private,Private,18,"Pine Bluff,AR",AR,Jefferson County,-92.015629,34.146433
Harbor Oaks Golf Club,Public,Public,18,"Pine Bluff,AR",AR,Jefferson County,-91.987768,34.248173
Pine Haven Golf Course,Public,Public,9,"Pine Bluff,AR",AR,Jefferson County,-92.041522,34.239353
Rolling Hills Country Club,Public,Public,18,"Pocahontas,AR",AR,Randolph County,-91.004824,36.320579
Galla Creek Golf Course,Public,Public,18,"Pottsville,AR",AR,Pope County,-93.048974,35.236504
Prescott Country Club,Private,Private,9,"Prescott,AR",AR,Nevada County,-93.375973,33.819946
Little Creek Recreation Club,Public,Public,9,"Ratcliff,AR",AR,Logan County,-93.891908,35.303258
Lost Springs Golf and Athletic Club,Semi Private,Public,18,"Rogers,AR",AR,Benton County,-94.14766,36.360599
Pinnacle Country Club,Semi Private,Public,18,"Rogers,AR",AR,Benton County,-94.199156,36.29657
Shadow Valley Country Club,Semi Private,Public,18,"Rogers,AR",AR,Benton County,-94.21863,36.287578
Prairie Creek Country Club,Public,Public,18,"Rogers,AR",AR,Benton County,-94.06382,36.333097
The Greens on Blossom Way,Public,Public,18,"Rogers,AR",AR,Benton County,-94.163407,36.29113
Alotian Golf Club,Semi Private,Public,18,"Roland,AR",AR,Pulaski County,-92.581795,34.867591
Russellville Country Club,Private,Private,18,"Russellville,AR",AR,Pope County,-93.137174,35.340506
Searcy Country Club,Private,Private,18,"Searcy,AR",AR,White County,-91.779285,35.235572
The Course at River Oaks,Public,Public,18,"Searcy,AR",AR,White County,-91.698172,35.253536
Sheridan Country Club,Private,Private,9,"Sheridan,AR",AR,Grant County,-92.449557,34.30182
The Links at Sherwood,Public,Public,9,"Sherwood,AR",AR,Pulaski County,-92.194969,34.832079
Dawn Hill Country Club,Public,Public,18,"Siloam Springs,AR",AR,Benton County,-94.518608,36.227188
Siloam Spring Country Club,Public,Public,9,"Siloam Springs,AR",AR,Benton County,-94.521842,36.193528
Springdale Country Club,Private,Private,18,"Springdale,AR",AR,Washington County,-94.144024,36.141431
Brush Creek Golf Course,Public,Public,9,"Springdale,AR",AR,Washington County,-94.198962,36.186549
The Links At Springdale,Public,Public,9,"Springdale,AR",AR,Washington County,-94.176033,36.170925
Stuttgart Country Club,Private,Private,18,"Stuttgart,AR",AR,Arkansas County,-91.526679,34.479492
Texarkana Country Club,Private,Private,18,"Texarkana,AR",AR,Miller County,-94.017509,33.407402
Links at Texarkana,Public,Public,9,"Texarkana,AR",AR,Miller County,-94.039214,33.472331
South Haven Golf Club,Public,Public,18,"Texarkana,AR",AR,Miller County,-94.030286,33.39901
Trumann Country Club,Private,Private,9,"Trumann,AR",AR,Poinsett County,-90.494768,35.660396
Cedars Country Club,Public,Public,9,"Van Buren,AR",AR,Crawford County,-94.346032,35.450315
